RID,VERSION,STATUS,IP,HTTP_URL,SESSION,START,DURATION,SRC,EXTID,RAND_A_slot1,RAND_A_slot2,RAND_A_slot3,RAND_A_slot4,RAND_A_slot5,RAND_A_slot6,RAND_A_slot7,RAND_A_slot8,RAND_A_slot9,RAND_A_slot10,RAND_A_slot11,RAND_A_slot12,RAND_A_slot13,RAND_A_slot14,RAND_A_slot15,RAND_A_slot16,RAND_A_slot17,RAND_A_slot18,RAND_A_slot19,RAND_A_slot20,RAND_A_slot21,RAND_A_slot22,RAND_A_slot23,RAND_A_slot24,RAND_A_slot25,RAND_A_slot26,RAND_A_slot27,RAND_A_slot28,RAND_A_slot29,RAND_A_slot30,RAND_A_slot31,RAND_A_slot32,q20,q21,q24,q15,q14,q16,q17
377,3,10,92.5ec.cc.8,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,13cd9f499021e16b6f744dd18bd60dd2,1585500626.46936,2164.687,VILO,,4,5,19,3,18,1,11,9,20,12,8,25,31,7,23,24,29,30,28,16,17,22,10,14,6,27,26,32,21,2,13,15,,,,,,,
375,3,10,9.80.a3bd.9,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;fbclid=IwAR2V4r_dSGdOYRxJfLTEsfpOsgsQ1GQHgf191Aj7xrxYRKWPvpEyU3eh7JU;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,c41c8a93fcc4653d16669331890e2cc8,1585500607.19076,2183.981,VILO,,1,8,16,23,12,3,13,6,27,20,17,29,9,2,15,30,5,14,18,31,11,26,7,28,21,4,19,24,22,25,32,10,,,,,,,
385,3,10,141.6d.f9.6,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;fbclid=IwAR0p_FKkRlhUfyL7sWDMo0KoEDM38h8JDgMqINUFf1BMrQotnOeBV7SJAno;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,9926ebf38fc6959d84baa6c49dd1812d,1585500921.3886,1869.797,VILO,,24,3,12,4,15,13,21,26,29,17,30,22,14,5,10,1,25,6,20,23,18,8,19,28,32,16,27,2,11,7,9,31,,,,,,,
380,3,10,78.dc.d95.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,732d44f81b745e7f71cc8da4c2fb0131,1585500683.13843,2108.06,VILO,,23,4,20,32,13,21,19,29,28,9,16,30,24,8,22,7,3,18,1,6,15,12,27,10,5,25,2,26,14,11,17,31,,,,,,,
386,3,10,7d.d8.1cd.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,aa918916b4959b96ae1aca8601895728,1585500927.07562,1864.137,VILO,,6,13,30,31,3,16,22,32,14,15,5,12,24,8,4,28,1,21,20,10,9,19,25,23,17,26,27,18,7,11,2,29,,,,,,,
390,3,10,7.36ee.a0.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,5d641083c03b0787a649d7159195e196,1585501162.44094,1817.477,VILO,,17,12,28,23,7,24,21,26,22,1,25,11,20,4,32,5,9,19,13,15,14,30,8,29,2,10,16,27,3,18,31,6,,,,,,,
391,3,10,99.d6b.d3.d,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,a72292fcf6fd461a39a70da52d5bec5b,1585501210.40302,1893.023,VILO,,12,22,28,1,13,11,25,26,18,5,31,27,23,17,7,24,20,14,32,21,10,19,15,30,6,4,8,3,2,16,29,9,,,,,,,
406,3,7,03.57b.c2.b,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7a;fbclid=IwAR0Cyv-T0E2fk5l-rja6ofq2Rv_-Eg39y8Iv3lsPdSoRYpt7BdXVBMdT4JE;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=13,8ddae86873c7fa4b20d85c9d13298d3b,1585502352.07403,791.824,ZYS,,17,21,9,19,8,25,26,22,20,6,5,2,32,18,16,28,27,1,12,13,30,24,14,23,15,11,10,3,7,4,31,29,6,2,1,6,2,1,1
393,3,10,92.4c8.17.1,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7a;fbclid=IwAR092qk_J_ax86YqjpqeZczPGQeFhUoiRZ3Im1E0phPytM0yvXSpmkVse08;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=13,099f1cf658884e045f7c922eff424346,1585501448.85694,1863.656,ZYS,,25,4,8,15,30,21,10,24,9,16,7,17,29,23,2,18,11,20,1,14,28,22,32,19,31,13,26,27,5,6,3,12,,,,,,,
409,3,7,8ef.54.11.3,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7a;fbclid=IwAR1VMRK_q52ZORYrmwqQQZDYj-0YE13bhfqngYn8KiiMVLTF1pALVprCkAY;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=13,f5f19b43ac8a61ca8a578f369536b653,1585502718.56034,603.965,ZYS,,17,8,9,30,27,1,11,18,26,14,15,19,12,5,32,28,29,24,4,20,13,10,31,3,16,22,2,6,21,7,23,25,3,8,1,8,1,1,1
396,3,7,712.a1.56.1,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;fbclid=IwAR0upHkU4bpVmqGB-BCccXOGjbvXcXtLraOzn13G_va31ewFojGJ1r2b3Rs;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,c66560728ea3fda8187334c5338f821d,1585501654.90956,1777.84,VILO,,6,23,5,28,27,22,10,1,19,11,2,29,4,31,16,3,26,14,30,20,32,12,7,17,9,13,15,21,24,8,18,25,4,6,8,6,2,6,2
395,3,10,e43.2a.9a.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;fbclid=IwAR2dSha8EcVI_tNXnEmeu0SrMB8PowmtZ1QeMogedkWv7DzTt7HwsFZwUnM;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,e210a0ddd5e4248e4ac6ef58ab34261b,1585501605.86174,1862.155,VILO,,28,10,8,32,7,26,25,1,30,15,22,18,11,23,24,31,2,16,27,29,13,20,17,6,19,14,4,12,3,21,5,9,,,,,,,
414,4,7,99d.6bb.f.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;fbclid=IwAR32Fx7lJHDvqwgiZDk3NbWLvDNptBm1DR2aLio_yVk1wohoVv5yu63UbsU;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,55124b2f29310aa64d41be6cfbc0fa0c,1585502854.30295,679.329,VILO,,30,12,25,4,20,23,13,2,32,17,19,21,14,9,5,10,22,24,6,3,8,31,1,29,26,16,27,18,7,11,15,28,3,5,1,5,2,2,1
405,3,7,ef.e3a.46.b,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;fbclid=IwAR0GKCa5O_At0TRQaRlo7WIvxsq8X_qWusl4ah0QXcac0WuG7VNudMIJy4Q;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,d91e8d99a65afbb4d206ff7a6269d3ea,1585502120.83112,1413.182,VILO,,9,23,13,11,25,30,5,2,3,26,8,24,31,17,20,32,14,22,28,16,4,27,6,19,1,18,15,10,7,12,21,29,2,3,8,5,1,1,1
411,3,7,e4.ca1.40.6,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;fbclid=IwAR2_0gSHZGTTFEUK_Xd1v0IC7NQwrVWOnvt0bynJ3H-41XvT9Jocj1IOP8g;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,2b410ad6a56d3fe26eceb73df3e2a866,1585502787.68096,812.27,VILO,,28,27,25,13,8,29,20,1,17,26,24,16,3,4,32,22,10,9,7,30,31,6,14,15,21,2,19,23,11,5,18,12,3,6,8,5,1,2,2
416,5,7,e45.40d.b.d,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;fbclid=IwAR2H50G5KC5i3g4yNiFNSjFm3CLV_XM3Tj3noNODAjQxFgI0Q4m6_C6S2jE;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,a2ff5ab1087ada6a90a129bf3800eaa5,1585503083.08855,673.436,VILO,,31,29,19,1,13,3,18,25,8,17,15,2,24,14,30,10,22,28,16,20,4,9,27,23,21,11,32,5,6,26,12,7,3,2,1,6,1,6,2
401,3,10,e4b.2a.94.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;fbclid=IwAR3zM1G6LODW_3gb6SM5IPBEOJMw-P_3F1vJf7t92YbIAlZiswtNcm0f0eQ;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,70f64265fe71f8c28a687355026c30c5,1585501916.7551,1878.285,VILO,,14,28,27,12,4,7,26,21,3,1,24,13,18,22,30,23,31,15,8,20,17,25,19,16,6,9,5,2,11,29,32,10,,,,,,,
398,3,10,e4.65.559.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg79;fbclid=IwAR3yb59Viq2sO-uU4q5nLCrtcxczQoG6puudFOKxEjHwkDRZNZCBf6Ie3oE;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=10,7eeef7b2775be6bf801b5cae72e7daaa,1585501776.64364,2018.411,KRAKOW,,7,25,30,26,17,29,22,32,2,21,10,13,5,24,8,18,11,15,27,19,16,20,14,9,6,23,28,12,31,3,4,1,,,,,,,
397,3,10,02d.cd5.5.9,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg78;fbclid=IwAR3bjqJszhc7t0xAGBnqlo1EMRrRaiSkXyYjf0nYikCR5A8UeZWp81SYiBc;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=11,6f19c56b63199120597a59783313e3a6,1585501713.60519,2081.463,SIS,,25,31,14,27,8,29,21,15,24,30,17,11,7,20,2,19,23,9,1,22,6,3,28,12,13,32,4,10,16,26,5,18,,,,,,,
399,3,10,92.5e.ccc.8,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,f650f2578c697c53011d59ddb1645132,1585501794.31245,2000.768,VILO,,8,5,28,26,4,27,31,7,18,17,16,3,12,32,10,2,21,23,1,9,20,13,24,19,14,11,6,30,25,15,22,29,,,,,,,
402,3,10,02c.2.bda.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg79;fbclid=IwAR1Dt0vMwni33LebhBnL6y86-shZK1ZfgfeaU2gAOzycVHnx9CWGSuyPLUU;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=10,09a49a5d54102c9a576142d012a61061,1585501948.7054,1846.388,KRAKOW,,20,26,13,28,23,8,16,18,4,31,25,10,3,14,15,2,9,6,22,32,29,1,7,11,21,19,24,5,12,30,17,27,,,,,,,
400,3,10,78.cd.377.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7a;fbclid=IwAR3QgsCQyhfL_O0NDWEod9SHbdl54c_BHxUnLmMFxEPSTf6nVQQLYNIiRzk;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=13,256124dc3c00b9c86deb6de28d4904de,1585501796.69119,1998.414,ZYS,,25,19,23,12,21,1,4,3,17,29,15,32,28,14,26,7,22,27,30,16,8,10,24,13,18,20,6,9,5,11,31,2,,,,,,,
422,5,7,98.adc.23.8,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg79;fbclid=IwAR1yzXhsrtA1c2OV0TKsyr7btNBrQRLrsiEFn6c4qYFRboPT-Ui3cudzNxU;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=10,98b70755828cc0d81dc8c99aeaf1852d,1585503619.11889,339.609,KRAKOW,,8,6,10,14,29,27,4,22,12,26,13,20,1,5,15,16,9,19,24,18,23,32,11,25,17,30,31,21,7,2,3,28,6,3,1,4,1,6,1
403,3,10,9f.b499.a.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;fbclid=IwAR2RT4Cnr-_edi-WppozkqY6ei6wyWbKiLRouNBHo7OjysdNWhBaexq4TYQ;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,bc7222a71ce2cb67dacc0808bf2c0cfe,1585502015.94415,2043.789,VILO,,25,29,5,22,17,1,28,16,31,7,3,21,24,8,27,26,4,18,9,6,15,23,12,30,11,20,32,10,19,13,2,14,,,,,,,
404,3,10,c4f.24.2e.4,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,25d5335540c602f74d0d8616aaacc787,1585502117.89596,1941.853,VILO,,1,26,16,25,31,24,28,14,4,13,7,5,3,8,19,6,11,29,9,10,15,22,12,32,17,18,23,27,21,30,20,2,,,,,,,
424,5,7,5e.87a.76.6,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;fbclid=IwAR0L2EmdV8ypHakyp8wVyJZkXj1zokAal9KJNf5FxJ9yJxbCff39RY_0Nd4;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,7a251c37d98f7b54a76872af09671fab,1585503724.36874,802.516,VILO,,14,5,10,3,16,13,9,31,11,29,22,32,17,7,12,15,19,23,8,28,21,24,4,30,25,2,18,6,26,27,20,1,3,2,1,6,1,2,2
425,5,7,9.80757.a.9,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7a;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=13,26d92dcdcde24cea2b84526939661e91,1585503798.31295,778.474,ZYS,,12,28,15,13,3,32,2,19,22,29,1,10,11,30,16,31,23,25,5,14,18,27,24,6,7,26,4,21,8,9,17,20,6,7,6,8,2,6,3
415,5,10,c.4e.6dc5.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7b;fbclid=IwAR0HHOnTdLGiPJIRU65GeWs1edZUGJTIsh3RKeh1dalf-qf60CEoQPnxdLM;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=12,0c1c77eb71cf524427e89da74679da16,1585502912.37095,1810.508,FNG,,23,25,18,32,5,7,30,1,12,6,22,9,27,8,17,16,14,24,28,10,29,13,21,4,20,11,26,31,15,2,3,19,,,,,,,
413,4,10,98.01.88a.5,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7a;fbclid=IwAR3JG2TwkgPlXrU3uSORAiWTLNFyzuX4yG1Z-tFXDaD74Uoop9BJ7gGAY3E;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=13,66eac56eb26464306d3fd1dae05d0568,1585502815.37388,1907.532,ZYS,,8,13,17,28,20,24,6,32,7,30,10,5,1,22,12,31,16,19,9,27,14,11,15,26,25,18,2,3,29,4,21,23,,,,,,,
412,4,10,980.a6.59.1,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;fbclid=IwAR3usy0h6dwvKHaWvNXOF1azONstH3q6bCQ78qryjF7Q35gSYUgtX_uqfPo;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,0405e5dca8a810b7bfeb402c68e3cf15,1585502801.33077,1921.588,VILO,,4,2,5,16,25,3,7,10,11,22,17,18,21,20,13,15,8,29,14,12,1,26,28,9,24,23,6,31,32,30,27,19,,,,,,,
429,5,7,980.b.8f6.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;fbclid=IwAR3zSlPnX4vVwuexpkdUpyquZpiCxEL6m57cDai7xP95_yxYmmN2aXkw0Bw;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,00412204dff04446ea98e91b26e28e6b,1585504445.6213,411.846,VILO,,20,23,8,6,13,7,1,30,9,28,4,15,29,21,27,25,24,26,10,16,32,17,19,22,31,11,3,18,14,5,12,2,2,3,9,6,2,2,1
417,5,10,c4e.73f.b.8,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg78;fbclid=IwAR0KmA0pt6rjjY7r-8kBc8nDlxUt1gyXSj3X6T9R2fn6IuMfQaf_mQFeuD8;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=11,b4aafe8e5ae91ea546224ee2130e09f1,1585503153.93199,1971.465,SIS,,21,26,14,8,28,17,6,3,27,16,9,25,29,30,18,31,24,11,32,19,7,22,10,23,13,20,12,15,4,2,1,5,,,,,,,
420,5,10,6c.b65.e2.3,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7f;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=16,918de776f19cbebcddd48943b05da8ae,1585503481.5176,2714.935,FIZ,,23,19,32,9,21,4,22,3,29,13,16,5,2,6,14,7,28,18,30,15,17,26,24,25,12,8,20,11,31,27,1,10,,,,,,,
427,5,10,9.80a.6da.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7a;fbclid=IwAR0Af02yvxRl5uIdfXBIWxaw5MbnUhk1fC2PTd5qwm-fbcUJAbDLCRimMog;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=13,67852759be6571b4749a52e552ecbe3d,1585503861.26763,2335.202,ZYS,,19,28,14,31,20,12,25,27,5,2,23,15,30,26,7,9,1,24,16,13,3,32,10,8,21,29,17,4,18,22,11,6,,,,,,,
423,5,10,78d.c.d95.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,5227746fc38a4b3929833dfd72d36aa4,1585503633.78391,2562.698,VILO,,22,25,15,2,14,10,16,5,31,11,17,7,32,12,29,13,19,20,24,28,9,6,21,4,26,8,18,23,3,30,1,27,,,,,,,
419,5,10,6cb.6.5e2.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7f;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=16,fe00960cc94c5f24df6ac006752c0376,1585503480.78811,2715.707,FIZ,,31,23,10,16,5,14,13,4,11,20,24,25,28,12,17,18,29,8,6,7,30,1,22,32,15,21,2,26,3,19,27,9,,,,,,,
418,5,10,de4.74.62.3,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7f;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=16,5b15c321f25b3a1c77407b40c97f8f06,1585503479.84865,2716.658,FIZ,,28,8,20,23,19,5,13,30,1,29,17,10,26,27,9,24,21,18,4,31,16,3,14,25,6,15,32,22,7,2,12,11,,,,,,,
428,5,10,784d.9.e7.1,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,5fb1df72074e48e90a3420373529edc4,1585503949.90157,2246.618,VILO,,22,23,14,1,21,11,24,32,27,7,30,6,13,3,31,17,9,29,12,2,19,4,20,26,28,10,25,8,16,18,15,5,,,,,,,
421,5,10,18.2af.46.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg79;fbclid=IwAR1yzXhsrtA1c2OV0TKsyr7btNBrQRLrsiEFn6c4qYFRboPT-Ui3cudzNxU;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=10,aab0845019edb1e22da0909f556ac995,1585503526.6245,2669.908,KRAKOW,,1,13,6,17,20,14,24,27,28,30,8,4,9,19,3,18,2,26,21,10,11,23,15,7,31,29,32,5,16,12,22,25,,,,,,,
426,5,10,8f.41.f7d.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg79;fbclid=IwAR1yzXhsrtA1c2OV0TKsyr7btNBrQRLrsiEFn6c4qYFRboPT-Ui3cudzNxU;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=10,3c2959a839f0527969e923c67203a2a2,1585503803.96662,2392.579,KRAKOW,,31,13,22,10,29,6,20,27,21,2,3,23,4,30,17,28,14,1,8,12,19,24,9,7,15,26,11,5,16,18,25,32,,,,,,,
434,5,7,9a.95.929.b,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg79;fbclid=IwAR1SZCVlvM-Ele8gMR2lxreb1BJEdH19HWXtnjCbCb3BRf6s_VHC1G714eI;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=10,023009945126834ae9435787ac1db672,1585505924.45189,525.648,KRAKOW,,15,26,10,1,32,14,12,21,13,30,17,18,20,3,11,9,28,5,27,19,7,25,24,16,2,31,4,23,6,22,8,29,2,3,3,6,1,6,1
433,5,7,e44.dc.be.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;fbclid=IwAR1Xa3RO6jD2UhnY960iXLkVoCN36UTqUVRUZB12x9RrGid2iv13zWJ-5AE;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,349795dbd808bd5f4b8344ae8a1ffe18,1585505810.33362,1332.834,VILO,,1,26,9,16,22,21,29,31,25,30,20,14,32,10,15,27,11,28,23,4,24,18,12,6,2,7,3,19,17,13,8,5,6,7,9,6,1,2,2
437,5,7,781a.16.3.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7a;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=13,63ab41c6b90d27596f3a710ed5a3a3c6,1585507457.72405,378.838,ZYS,,28,7,32,30,18,16,6,24,25,4,27,19,1,17,13,14,22,29,8,3,9,2,5,23,31,21,12,20,15,11,26,10,2,3,4,8,2,4,1
432,5,10,efa4f.d.5.1,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;fbclid=IwAR2WGf4_4yhQoW_SCz1txMqlWQubcNEJ1BH8PmK422XwbRQC79XE6ijvDws;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,20e704131aeb05e7d0c297e866f1d917,1585505281.23702,2792.737,VILO,,24,21,18,20,26,25,22,17,7,12,13,2,14,31,9,30,23,8,32,10,1,27,6,5,29,28,15,19,16,4,11,3,,,,,,,
431,5,10,e4.b.2aa0.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg79;fbclid=IwAR1yzXhsrtA1c2OV0TKsyr7btNBrQRLrsiEFn6c4qYFRboPT-Ui3cudzNxU;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=10,0c92a3a3831518391d928832ff168dce,1585505000.79115,3073.196,KRAKOW,,9,24,10,25,13,11,17,21,8,29,28,19,31,26,18,2,20,14,7,12,30,15,22,23,1,5,6,32,4,27,3,16,,,,,,,
430,5,10,98.0a.3d9.5,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7d;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=14,0f5e93ffc3e442d243962ca74749bfd9,1585504968.36085,3105.639,VILO,,24,27,18,26,32,9,30,20,28,15,14,8,22,1,11,25,12,7,19,29,4,10,6,17,13,5,23,31,16,2,3,21,,,,,,,
